name,tax_id,accession_id,total_number_of_chromosomes,total_sequence_length,total_ungapped_length,number_of_contigs,contig_n50,contig_l50,number_of_scaffolds,scaffold_n50,scaffold_l50,number_of_component_sequences,atgc_count,gc_count,gc_percent,genome_coverage,checkm_marker_set,checkm_species_tax_id,checkm_marker_set_rank,checkm_version,completeness,contamination,completeness_percentile,rank
Pseudomonas aeruginosa,287,GCF_044336405.1,1,6829274,6829274,1,6829274,1,1,6829274,1,1,6829274,4522634,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99,0.78,26.9618,SPECIES
Pseudomonas aeruginosa,287,GCF_050177355.1,2,7150642,7150642,2,6828862,1,2,6828862,1,2,7150642,4701678,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.6,1.79,17.3601,SPECIES
Pseudomonas aeruginosa,287,GCF_036232685.1,2,7028030,7028030,2,6828218,1,2,6828218,1,2,7028030,4630874,66,80,Pseudomonas aeruginosa,287,species,v1.2.3,98.86,1.58,22.4988,SPECIES
Pseudomonas aeruginosa,287,GCF_001618925.1,1,6827737,6827737,1,6827737,1,1,6827737,1,1,6827737,4513685,66,95,Pseudomonas aeruginosa,287,species,v1.2.3,99.51,0.7,64.527,SPECIES
Pseudomonas aeruginosa,287,GCA_053233885.1,2,6866044,6866044,2,6827499,1,2,6827499,1,2,6866044,4522636,66,835,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_004010895.1,1,6824837,6824837,1,6824837,1,1,6824837,1,1,6824837,4502605,66,116.78,Pseudomonas aeruginosa,287,species,v1.2.3,99.32,1.13,45.6852,SPECIES
Pseudomonas aeruginosa,287,GCF_027359235.1,2,7256240,7256240,2,6823837,1,2,6823837,1,2,7256240,4741915,65.5,106.65,Pseudomonas aeruginosa,287,species,v1.2.3,99.48,1.71,60.5441,SPECIES
Pseudomonas aeruginosa,287,GCF_021166355.2,1,6823540,6823540,1,6823540,1,1,6823540,1,1,6823540,4507195,66,155,Pseudomonas aeruginosa,287,species,v1.2.3,97.09,0.85,6.98198,SPECIES
Pseudomonas aeruginosa,287,GCF_035197065.1,1,6822858,6822858,1,6822858,1,1,6822858,1,1,6822858,4516161,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.26,0.56,40.5168,SPECIES
Pseudomonas aeruginosa,287,GCF_002997005.1,1,6822666,6822666,1,6822666,1,1,6822666,1,1,6822666,4510302,66,80,Pseudomonas aeruginosa,287,species,v1.2.3,99.45,1.41,58.2622,SPECIES
Pseudomonas aeruginosa,287,GCF_036232225.1,1,6821696,6821696,1,6821696,1,1,6821696,1,1,6821696,4504838,66,53,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.54,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_004291075.1,1,6819140,6819140,1,6819140,1,1,6819140,1,1,6819140,4506571,66,280,Pseudomonas aeruginosa,287,species,v1.2.3,99.47,0.56,59.3706,SPECIES
Pseudomonas aeruginosa,287,GCF_052695665.1,2,6960915,6960915,2,6819014,1,2,6819014,1,2,6960915,4579996,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.09,1.18,30.435,SPECIES
Pseudomonas aeruginosa,287,GCF_036418295.1,1,6818848,6818848,1,6818848,1,1,6818848,1,1,6818848,4504834,66,18,Pseudomonas aeruginosa,287,species,v1.2.3,98.22,1.18,13.0986,SPECIES
Pseudomonas aeruginosa,287,GCF_027571345.1,2,6995283,6995283,2,6817909,1,2,6817909,1,2,6995283,4617609,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.47,0.9,59.3706,SPECIES
Pseudomonas aeruginosa,287,GCF_046529415.1,2,6865364,6865364,2,6817173,1,2,6817173,1,2,6865364,4530772,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.54,1.17,67.6031,SPECIES
Pseudomonas aeruginosa,287,GCF_002215345.1,2,7214314,7214314,2,6816227,1,2,6816227,1,2,7214314,4739950,65.5,134,Pseudomonas aeruginosa,287,species,v1.2.3,99.43,1.53,56.8516,SPECIES
Pseudomonas aeruginosa,287,GCF_030122055.1,3,6906526,6906526,3,6815534,1,3,6815534,1,3,6906526,4538966,65.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,98.26,1.02,13.4602,SPECIES
Pseudomonas aeruginosa,287,GCF_052698675.1,2,6874902,6874902,2,6814106,1,2,6814106,1,2,6874902,4548108,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.63,0.57,82.3732,SPECIES
Pseudomonas aeruginosa,287,GCF_052698235.1,2,6874857,6874857,2,6814061,1,2,6814061,1,2,6874857,4548069,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.63,0.57,82.3732,SPECIES
Pseudomonas aeruginosa,287,GCF_008705235.1,1,6813135,6813135,1,6813135,1,1,6813135,1,1,6813135,4510991,66,1000,Pseudomonas aeruginosa,287,species,v1.2.3,99.39,1.56,52.4123,SPECIES
Pseudomonas aeruginosa,287,GCF_052698625.1,1,6812784,6812784,1,6812784,1,1,6812784,1,1,6812784,4508667,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.64,0.57,82.6932,SPECIES
Pseudomonas aeruginosa,287,GCA_053146995.1,3,6856940,6856940,3,6812776,1,3,6812776,1,3,6856940,4512275,66,200,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_023066865.1,3,7335227,7335227,3,6812555,1,3,6812555,1,3,7335227,4791176,65.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.39,2.28,52.4123,SPECIES
Pseudomonas aeruginosa,287,GCF_036232785.1,2,6942058,6942058,2,6812006,1,2,6812006,1,2,6942058,4583748,66,51,Pseudomonas aeruginosa,287,species,v1.2.3,99.38,0.85,51.784,SPECIES
Pseudomonas aeruginosa,287,GCF_036233315.1,1,6811095,6811095,1,6811095,1,1,6811095,1,1,6811095,4507494,66,60,Pseudomonas aeruginosa,287,species,v1.2.3,99.53,0.57,66.9156,SPECIES
Pseudomonas aeruginosa,287,GCF_003332705.2,1,6810079,6810079,1,6810079,1,1,6810079,1,1,6810079,4499596,66,53,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.99,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_007559065.1,1,6809062,6809062,1,6809062,1,1,6809062,1,1,6809062,4504036,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.11,0.93,31.0514,SPECIES
Pseudomonas aeruginosa,287,GCF_001516165.2,1,6808844,6808844,1,6808844,1,1,6808844,1,1,6808844,4488628,66,75,Pseudomonas aeruginosa,287,species,v1.2.3,97.75,1.33,9.97511,SPECIES
Pseudomonas aeruginosa,287,GCF_027571075.1,1,6807710,6807710,1,6807710,1,1,6807710,1,1,6807710,4503273,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.18,1.05,34.5009,SPECIES
Pseudomonas aeruginosa,287,GCF_037482125.1,1,6805602,6805602,1,6805602,1,1,6805602,1,1,6805602,4491001,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.71,0.54,86.1072,SPECIES
Pseudomonas aeruginosa,287,GCF_036232585.1,1,6805381,6805381,1,6805381,1,1,6805381,1,1,6805381,4498622,66,89,Pseudomonas aeruginosa,287,species,v1.2.3,99.31,0.72,45.1162,SPECIES
Pseudomonas aeruginosa,287,GCF_036232605.1,1,6805380,6805380,1,6805380,1,1,6805380,1,1,6805380,4498619,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.28,0.72,41.9571,SPECIES
Pseudomonas aeruginosa,287,GCF_013343335.1,1,6805219,6805219,1,6805219,1,1,6805219,1,1,6805219,4506034,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.48,0.99,60.5441,SPECIES
Pseudomonas aeruginosa,287,GCF_019857265.1,2,6833662,6833662,2,6804022,1,2,6804022,1,2,6833662,4498194,66,203.7,Pseudomonas aeruginosa,287,species,v1.2.3,97.74,1.31,9.93362,SPECIES
Pseudomonas aeruginosa,287,GCF_039622885.1,1,6802378,6802378,1,6802378,1,1,6802378,1,1,6802378,4490058,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.55,1,70.9815,SPECIES
Pseudomonas aeruginosa,287,GCF_032761935.1,1,6802202,6802202,1,6802202,1,1,6802202,1,1,6802202,4498694,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,97.84,0.54,10.473,SPECIES
Pseudomonas aeruginosa,287,GCF_003204335.1,1,6799785,6799785,1,6799785,1,1,6799785,1,1,6799785,4488789,66,119,Pseudomonas aeruginosa,287,species,v1.2.3,97.62,0.94,9.2698,SPECIES
Pseudomonas aeruginosa,287,GCF_041514425.1,1,6799704,6799704,1,6799704,1,1,6799704,1,1,6799704,4489306,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.82,0.57,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_011466835.1,2,7266549,7266549,2,6797918,1,2,6797918,1,2,7266549,4763466,65.5,140,Pseudomonas aeruginosa,287,species,v1.2.3,99.39,2.05,52.4123,SPECIES
Pseudomonas aeruginosa,287,GCF_033229485.1,2,6859397,6859397,2,6796834,1,2,6796834,1,2,6859397,4526745,66,51.1,Pseudomonas aeruginosa,287,species,v1.2.3,99.16,1.04,33.4578,SPECIES
Pseudomonas aeruginosa,287,GCF_049912845.1,1,6796616,6796616,1,6796616,1,1,6796616,1,1,6796616,4500207,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,97.53,0.56,8.76008,SPECIES
Pseudomonas aeruginosa,287,GCF_051131675.1,2,7177489,7177489,2,6796548,1,2,6796548,1,2,7177489,4709976,65.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,2.61,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_001515915.2,1,6795741,6795741,1,6795741,1,1,6795741,1,1,6795741,4495249,66,79.71,Pseudomonas aeruginosa,287,species,v1.2.3,98.59,0.78,17.2179,SPECIES
Pseudomonas aeruginosa,287,GCF_039622815.1,1,6795494,6795494,1,6795494,1,1,6795494,1,1,6795494,4494813,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.29,1.23,43.504,SPECIES
Pseudomonas aeruginosa,287,GCF_001542835.1,1,6794354,6794354,1,6794354,1,1,6794354,1,1,6794354,4494215,66,29.84,Pseudomonas aeruginosa,287,species,v1.2.3,95.96,0.75,4.13703,SPECIES
Pseudomonas aeruginosa,287,GCF_006364795.1,1,6792215,6792215,1,6792215,1,1,6792215,1,1,6792215,4494584,66,532.29,Pseudomonas aeruginosa,287,species,v1.2.3,99.58,0.37,73.8265,SPECIES
Pseudomonas aeruginosa,287,GCF_019434075.1,1,6792133,6792133,1,6792133,1,1,6792133,1,1,6792133,4494408,66,87,Pseudomonas aeruginosa,287,species,v1.2.3,98.57,1.5,16.963,SPECIES
Pseudomonas aeruginosa,287,GCF_001516185.2,1,6791731,6791731,1,6791731,1,1,6791731,1,1,6791731,4493994,66,82.86,Pseudomonas aeruginosa,287,species,v1.2.3,99.28,1.03,41.9571,SPECIES
Pseudomonas aeruginosa,287,GCF_032231085.1,1,6790832,6790832,1,6790832,1,1,6790832,1,1,6790832,4483628,66,157,Pseudomonas aeruginosa,287,species,v1.2.3,97.96,0.96,11.3383,SPECIES
Pseudomonas aeruginosa,287,GCF_051016055.1,2,6918464,6918464,2,6789470,1,2,6789470,1,2,6918464,4551021,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.84,2.31,21.9832,SPECIES
Pseudomonas aeruginosa,287,GCF_036233095.1,1,6789046,6789046,1,6789046,1,1,6789046,1,1,6789046,4477682,66,87,Pseudomonas aeruginosa,287,species,v1.2.3,99.36,0.72,50.166,SPECIES
Pseudomonas aeruginosa,287,GCF_049912935.1,1,6786654,6786654,1,6786654,1,1,6786654,1,1,6786654,4493985,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.1,0.56,30.6899,SPECIES
Pseudomonas aeruginosa,287,GCA_053233905.1,2,6824040,6824040,2,6785495,1,2,6785495,1,2,6824040,4495835,66,802,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_051016015.1,1,6785458,6785458,1,6785458,1,1,6785458,1,1,6785458,4485928,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.52,1.13,66.1214,SPECIES
Pseudomonas aeruginosa,287,GCF_036233135.1,1,6784064,6784064,1,6784064,1,1,6784064,1,1,6784064,4485536,66,148,Pseudomonas aeruginosa,287,species,v1.2.3,99.25,0.86,39.6752,SPECIES
Pseudomonas aeruginosa,287,GCF_027571095.1,1,6783004,6783004,1,6783004,1,1,6783004,1,1,6783004,4475138,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,98.97,0.98,25.486,SPECIES
Pseudomonas aeruginosa,287,GCF_009720405.1,2,7204903,7204903,2,6782092,1,2,6782092,1,2,7204903,4722388,65.5,127,Pseudomonas aeruginosa,287,species,v1.2.3,99.67,1.69,84.1038,SPECIES
Pseudomonas aeruginosa,287,GCF_050858815.1,1,6780815,6780815,1,6780815,1,1,6780815,1,1,6780815,4492665,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.49,0.54,62.0495,SPECIES
Pseudomonas aeruginosa,287,GCF_027571055.1,1,6780197,6780197,1,6780197,1,1,6780197,1,1,6780197,4482093,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.72,0.99,87.3281,SPECIES
Pseudomonas aeruginosa,287,GCF_001516205.2,1,6777566,6777566,1,6777566,1,1,6777566,1,1,6777566,4489387,66,79.21,Pseudomonas aeruginosa,287,species,v1.2.3,99.29,0.86,43.504,SPECIES
Pseudomonas aeruginosa,287,GCF_028622895.1,1,6777049,6777049,1,6777049,1,1,6777049,1,1,6777049,4476250,66,42,Pseudomonas aeruginosa,287,species,v1.2.3,97.78,1,10.1114,SPECIES
Pseudomonas aeruginosa,287,GCF_027571365.1,2,6951781,6951781,2,6774407,1,2,6774407,1,2,6951781,4589798,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.47,0.9,59.3706,SPECIES
Pseudomonas aeruginosa,287,GCF_031326305.1,2,6953545,6953545,2,6773937,1,2,6773937,1,2,6953545,4584091,66,12,Pseudomonas aeruginosa,287,species,v1.2.3,99.04,2.36,28.2658,SPECIES
Pseudomonas aeruginosa,287,GCF_036233295.1,1,6771733,6771733,1,6771733,1,1,6771733,1,1,6771733,4478411,66,79,Pseudomonas aeruginosa,287,species,v1.2.3,99.35,0.31,49.7333,SPECIES
Pseudomonas aeruginosa,287,GCA_052922665.1,1,6771336,6771336,1,6771336,1,1,6771336,1,1,6771336,4477429,66,150,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_013376775.1,1,6770626,6770626,1,6770626,1,1,6770626,1,1,6770626,4475853,66,6.77063e+06,Pseudomonas aeruginosa,287,species,v1.2.4,99.61,0.29,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_050242315.1,1,6769605,6769605,1,6769605,1,1,6769605,1,1,6769605,4476627,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.28,0.7,41.9571,SPECIES
Pseudomonas aeruginosa,287,GCF_030489645.1,1,6767841,6767841,1,6767841,1,1,6767841,1,1,6767841,4457436,66,200,Pseudomonas aeruginosa,287,species,v1.2.4,96.44,0.88,5.10906,SPECIES
Pseudomonas aeruginosa,287,GCF_036233695.1,2,7050345,7050345,2,6767776,1,2,6767776,1,2,7050345,4637708,66,93,Pseudomonas aeruginosa,287,species,v1.2.3,99.16,1.45,33.4578,SPECIES
Pseudomonas aeruginosa,287,GCF_900636735.1,1,6766292,6766292,1,6766292,1,1,6766292,1,1,6766292,4470057,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.24,0.55,39.3789,SPECIES
Pseudomonas aeruginosa,287,GCF_036233615.1,2,6941247,6941247,2,6765435,1,2,6765435,1,2,6941247,4581101,66,69,Pseudomonas aeruginosa,287,species,v1.2.3,99.81,1.32,93.913,SPECIES
Pseudomonas aeruginosa,287,GCF_900636975.1,1,6765311,6765311,1,6765311,1,1,6765311,1,1,6765311,4473236,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.75,1.03,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_032231105.1,2,6778234,6778234,2,6764435,1,2,6764435,1,2,6778234,4470390,66,117,Pseudomonas aeruginosa,287,species,v1.2.3,99.29,1.9,43.504,SPECIES
Pseudomonas aeruginosa,287,GCF_021497345.2,2,6789811,6789811,2,6763191,1,2,6763191,1,2,6789811,4490372,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,98.84,0.53,21.9832,SPECIES
Pseudomonas aeruginosa,287,GCF_052695755.1,1,6762369,6762369,1,6762369,1,1,6762369,1,1,6762369,4470782,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.15,0.7,32.9659,SPECIES
Pseudomonas aeruginosa,287,GCF_050242335.1,1,6761624,6761624,1,6761624,1,1,6761624,1,1,6761624,4479830,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.91,0.78,23.7138,SPECIES
Pseudomonas aeruginosa,287,GCF_019720855.1,4,7335486,7335486,4,6761122,1,4,6761122,1,4,7335486,4800578,65.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.71,2.29,86.1072,SPECIES
Pseudomonas aeruginosa,287,GCF_050242295.1,1,6759240,6759240,1,6759240,1,1,6759240,1,1,6759240,4471092,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.24,0.73,13.312,SPECIES
Pseudomonas aeruginosa,287,GCF_025398095.1,2,7184487,7184487,2,6757988,1,2,6757988,1,2,7184487,4699635,65.5,153,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,1.59,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_046529515.1,1,6757931,6757931,1,6757931,1,1,6757931,1,1,6757931,4472125,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.46,0.28,58.8786,SPECIES
Pseudomonas aeruginosa,287,GCF_031221745.1,1,6757553,6757553,1,6757553,1,1,6757553,1,1,6757553,4461392,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.07,0.28,29.4097,SPECIES
Pseudomonas aeruginosa,287,GCF_041344975.1,2,7201483,7201483,2,6757069,1,2,6757069,1,2,7201483,4717160,65.5,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.75,1.67,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_031211485.1,1,6756543,6756543,1,6756543,1,1,6756543,1,1,6756543,4470440,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,98.96,0.52,25.3023,SPECIES
Pseudomonas aeruginosa,287,GCF_007833895.1,2,6796334,6796334,2,6756154,1,2,6756154,1,2,6796334,4491979,66,250,Pseudomonas aeruginosa,287,species,v1.2.3,99.15,0.46,32.9659,SPECIES
Pseudomonas aeruginosa,287,GCF_036233415.1,2,6804329,6804329,2,6756145,1,2,6756145,1,2,6804329,4502860,66,83,Pseudomonas aeruginosa,287,species,v1.2.3,99.38,0.85,51.784,SPECIES
Pseudomonas aeruginosa,287,GCF_026870135.1,1,6755766,6755766,1,6755766,1,1,6755766,1,1,6755766,4474331,66,87.6,Pseudomonas aeruginosa,287,species,v1.2.3,97.23,0.54,7.48578,SPECIES
Pseudomonas aeruginosa,287,GCF_016925455.1,4,6850181,6850181,4,6754571,1,4,6754571,1,4,6850181,4508635,66,84,Pseudomonas aeruginosa,287,species,v1.2.3,99.27,1.95,41.0147,SPECIES
Pseudomonas aeruginosa,287,GCA_053096205.1,1,6754410,6754410,1,6754410,1,1,6754410,1,1,6754410,4473527,66,253,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_002812905.2,1,6752906,6752906,1,6752906,1,1,6752906,1,1,6752906,4470752,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.03,1.06,28.0346,SPECIES
Pseudomonas aeruginosa,287,GCF_002812925.2,1,6752906,6752906,1,6752906,1,1,6752906,1,1,6752906,4470753,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.03,1.06,28.0346,SPECIES
Pseudomonas aeruginosa,287,GCF_019857565.1,2,6808768,6808768,2,6749966,1,2,6749966,1,2,6808768,4476717,65.5,53,Pseudomonas aeruginosa,287,species,v1.2.3,96.59,1.35,5.44097,SPECIES
Pseudomonas aeruginosa,287,GCF_027570815.1,1,6748803,6748803,1,6748803,1,1,6748803,1,1,6748803,4463149,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.81,0.56,93.913,SPECIES
Pseudomonas aeruginosa,287,GCF_014217315.1,1,6747067,6747067,1,6747067,1,1,6747067,1,1,6747067,4455073,66,147,Pseudomonas aeruginosa,287,species,v1.2.3,99.75,0.74,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_002968585.1,1,6747010,6747010,1,6747010,1,1,6747010,1,1,6747010,4459586,66,13.92,Pseudomonas aeruginosa,287,species,v1.2.3,98.91,0.69,23.7138,SPECIES
Pseudomonas aeruginosa,287,GCF_036233555.1,1,6744622,6744622,1,6744622,1,1,6744622,1,1,6744622,4454257,66,114,Pseudomonas aeruginosa,287,species,v1.2.3,99.55,0.86,70.9815,SPECIES
Pseudomonas aeruginosa,287,GCF_030121895.1,2,6802141,6802141,2,6743125,1,2,6743125,1,2,6802141,4477731,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,98.26,0.96,13.4602,SPECIES
Pseudomonas aeruginosa,287,GCF_018141625.1,1,6742928,6742928,1,6742928,1,1,6742928,1,1,6742928,4464109,66,105,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.78,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_036232205.1,1,6741345,6741345,1,6741345,1,1,6741345,1,1,6741345,4453703,66,59,Pseudomonas aeruginosa,287,species,v1.2.3,98.84,1.53,21.9832,SPECIES
Pseudomonas aeruginosa,287,GCF_030121955.1,1,6740322,6740322,1,6740322,1,1,6740322,1,1,6740322,4434202,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,97.87,0.64,10.7219,SPECIES
Pseudomonas aeruginosa,287,GCF_046111175.1,1,6740159,6740159,1,6740159,1,1,6740159,1,1,6740159,4453117,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.58,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_027570555.1,1,6739580,6739580,1,6739580,1,1,6739580,1,1,6739580,4461045,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,98.93,1.5,24.5436,SPECIES
Pseudomonas aeruginosa,287,GCF_031326325.1,2,7190903,7190903,2,6738339,1,2,6738339,1,2,7190903,4718406,65.5,12,Pseudomonas aeruginosa,287,species,v1.2.3,99.39,2.64,52.4123,SPECIES
Pseudomonas aeruginosa,287,GCF_009676885.1,1,6737396,6737396,1,6737396,1,1,6737396,1,1,6737396,4465160,66.5,140.9,Pseudomonas aeruginosa,287,species,v1.2.3,99.81,0.78,93.913,SPECIES
Pseudomonas aeruginosa,287,GCF_036233395.1,2,6750386,6750386,2,6736736,1,2,6736736,1,2,6750386,4463274,66,121,Pseudomonas aeruginosa,287,species,v1.2.3,99.25,0.65,39.6752,SPECIES
Pseudomonas aeruginosa,287,GCF_036233655.1,1,6736094,6736094,1,6736094,1,1,6736094,1,1,6736094,4453351,66,90,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.54,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_018279305.1,1,6734601,6734601,1,6734601,1,1,6734601,1,1,6734601,4455216,66,30,Pseudomonas aeruginosa,287,species,v1.2.3,99.7,1,85.147,SPECIES
Pseudomonas aeruginosa,287,GCF_046605405.1,1,6734315,6734315,1,6734315,1,1,6734315,1,1,6734315,4449445,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,97.93,1.58,11.1309,SPECIES
Pseudomonas aeruginosa,287,GCF_027570795.1,1,6733209,6733209,1,6733209,1,1,6733209,1,1,6733209,4453962,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.77,0.54,91.0028,SPECIES
Pseudomonas aeruginosa,287,GCF_050236095.1,1,6731829,6731829,1,6731829,1,1,6731829,1,1,6731829,4455069,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.86,0.8,22.4988,SPECIES
Pseudomonas aeruginosa,287,GCF_003798145.1,1,6729216,6729216,1,6729216,1,1,6729216,1,1,6729215,4455541,66,217,Pseudomonas aeruginosa,287,species,v1.2.3,99.77,0.71,91.0028,SPECIES
Pseudomonas aeruginosa,287,GCF_049912965.1,1,6727888,6727888,1,6727888,1,1,6727888,1,1,6727888,4446507,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,96.81,0.68,6.0633,SPECIES
Pseudomonas aeruginosa,287,GCF_043995085.1,1,6724173,6724173,1,6724173,1,1,6724173,1,1,6724173,4442894,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.75,0.93,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_038431935.1,2,7185047,7185047,2,6723835,1,2,6723835,1,2,7185047,4704738,65.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.43,2.13,56.8516,SPECIES
Pseudomonas aeruginosa,287,GCF_001874465.1,1,6723378,6723378,1,6723378,1,1,6723378,1,1,6723378,4449360,66,118.75,Pseudomonas aeruginosa,287,species,v1.2.3,99.17,0.71,34.0386,SPECIES
Pseudomonas aeruginosa,287,GCF_021166295.1,1,6722208,6722208,1,6722208,1,1,6722208,1,1,6722208,4452367,66,26,Pseudomonas aeruginosa,287,species,v1.2.3,99.55,0.76,70.9815,SPECIES
Pseudomonas aeruginosa,287,GCF_001792835.1,1,6721480,6721480,1,6721480,1,1,6721480,1,1,6721480,4445977,66,161,Pseudomonas aeruginosa,287,species,v1.2.3,99.54,0.82,67.6031,SPECIES
Pseudomonas aeruginosa,287,GCF_041519425.1,1,6720513,6720513,1,6720513,1,1,6720513,1,1,6720513,4451256,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.16,0.56,33.4578,SPECIES
Pseudomonas aeruginosa,287,GCF_021497325.1,1,6720477,6720477,1,6720477,1,1,6720477,1,1,6720477,4445592,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.59,0.35,74.8578,SPECIES
Pseudomonas aeruginosa,287,GCF_022569975.1,1,6720071,6720071,1,6720071,1,1,6720071,1,1,6720071,4449872,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.81,0.56,93.913,SPECIES
Pseudomonas aeruginosa,287,GCF_019379355.1,2,6760516,6760516,2,6719415,1,2,6719415,1,2,6760516,4443823,65.5,248,Pseudomonas aeruginosa,287,species,v1.2.4,97.26,1.33,7.63395,SPECIES
Pseudomonas aeruginosa,287,GCF_036232825.1,1,6719167,6719167,1,6719167,1,1,6719167,1,1,6719167,4455532,66.5,90,Pseudomonas aeruginosa,287,species,v1.2.3,99.59,0.94,74.8578,SPECIES
Pseudomonas aeruginosa,287,GCF_033219075.1,1,6716928,6716928,1,6716928,1,1,6716928,1,1,6716928,4446244,66,313.9,Pseudomonas aeruginosa,287,species,v1.2.3,99.77,0.52,91.0028,SPECIES
Pseudomonas aeruginosa,287,GCF_011106815.1,2,7229900,7229900,2,6716578,1,2,6716578,1,2,7229900,4725100,65.5,115,Pseudomonas aeruginosa,287,species,v1.2.3,99.32,1.9,45.6852,SPECIES
Pseudomonas aeruginosa,287,GCF_013343395.1,1,6716245,6716245,1,6716245,1,1,6716245,1,1,6716245,4448200,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.23,0.56,38.6854,SPECIES
